"Plot Title: Deadwood_lvl"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 21367987, SEN S/N: 21367987)","Temp, °C (LGR S/N: 21367987, SEN S/N: 21367987)","Coupler Detached (LGR S/N: 21367987)","Coupler Attached (LGR S/N: 21367987)","Host Connected (LGR S/N: 21367987)","End Of File (LGR S/N: 21367987)"
155,01/30/25 03:30:00 AM,103.027,2.088,,,,
156,01/30/25 03:45:00 AM,103.027,2.088,,,,
157,01/30/25 04:00:00 AM,102.982,2.088,,,,
158,01/30/25 04:15:00 AM,103.012,2.088,,,,
159,01/30/25 04:30:00 AM,102.967,2.088,,,,
160,01/30/25 04:45:00 AM,102.997,2.088,,,,
161,01/30/25 05:00:00 AM,102.967,2.088,,,,
162,01/30/25 05:15:00 AM,102.995,1.980,,,,
163,01/30/25 05:30:00 AM,102.935,1.980,,,,
164,01/30/25 05:45:00 AM,102.965,1.980,,,,
165,01/30/25 06:00:00 AM,102.980,1.980,,,,
166,01/30/25 06:15:00 AM,102.935,1.980,,,,
167,01/30/25 06:30:00 AM,102.980,1.980,,,,
168,01/30/25 06:45:00 AM,102.935,1.980,,,,
169,01/30/25 07:00:00 AM,102.935,1.980,,,,
170,01/30/25 07:15:00 AM,102.874,1.980,,,,
171,01/30/25 07:30:00 AM,102.920,1.980,,,,
172,01/30/25 07:45:00 AM,102.935,1.980,,,,
173,01/30/25 08:00:00 AM,102.965,1.980,,,,
174,01/30/25 08:15:00 AM,102.920,1.980,,,,
175,01/30/25 08:30:00 AM,102.920,1.980,,,,
176,01/30/25 08:45:00 AM,102.905,1.980,,,,
177,01/30/25 09:00:00 AM,102.889,1.980,,,,
178,01/30/25 09:15:00 AM,102.920,1.980,,,,
179,01/30/25 09:30:00 AM,102.935,1.980,,,,
180,01/30/25 09:45:00 AM,102.920,1.980,,,,
181,01/30/25 10:00:00 AM,102.937,2.088,,,,
182,01/30/25 10:15:00 AM,102.922,2.088,,,,
183,01/30/25 10:30:00 AM,102.937,2.088,,,,
184,01/30/25 10:45:00 AM,102.906,2.088,,,,
185,01/30/25 11:00:00 AM,102.891,2.088,,,,
186,01/30/25 11:15:00 AM,102.891,2.088,,,,
187,01/30/25 11:30:00 AM,102.952,2.088,,,,
188,01/30/25 11:45:00 AM,102.893,2.195,,,,
189,01/30/25 12:00:00 PM,102.863,2.195,,,,
190,01/30/25 12:15:00 PM,102.833,2.195,,,,
191,01/30/25 12:30:00 PM,102.803,2.195,,,,
192,01/30/25 12:45:00 PM,102.803,2.195,,,,
193,01/30/25 01:00:00 PM,102.805,2.303,,,,
194,01/30/25 01:15:00 PM,102.790,2.303,,,,
195,01/30/25 01:30:00 PM,102.759,2.303,,,,
196,01/30/25 01:45:00 PM,102.759,2.303,,,,
197,01/30/25 02:00:00 PM,102.716,2.410,,,,
198,01/30/25 02:15:00 PM,102.731,2.410,,,,
199,01/30/25 02:30:00 PM,102.701,2.410,,,,
200,01/30/25 02:45:00 PM,102.686,2.410,,,,
201,01/30/25 03:00:00 PM,102.641,2.410,,,,
202,01/30/25 03:15:00 PM,102.656,2.410,,,,
203,01/30/25 03:30:00 PM,102.625,2.410,,,,
204,01/30/25 03:45:00 PM,102.582,2.517,,,,
205,01/30/25 04:00:00 PM,102.567,2.517,,,,
206,01/30/25 04:15:00 PM,102.552,2.517,,,,
207,01/30/25 04:30:00 PM,102.537,2.517,,,,
208,01/30/25 04:45:00 PM,102.507,2.517,,,,
209,01/30/25 05:00:00 PM,102.491,2.517,,,,
210,01/30/25 05:15:00 PM,102.491,2.517,,,,
211,01/30/25 05:30:00 PM,102.431,2.517,,,,
212,01/30/25 05:45:00 PM,102.431,2.517,,,,
213,01/30/25 06:00:00 PM,102.461,2.517,,,,
214,01/30/25 06:15:00 PM,102.431,2.517,,,,
215,01/30/25 06:30:00 PM,102.401,2.517,,,,
216,01/30/25 06:45:00 PM,102.401,2.517,,,,
217,01/30/25 07:00:00 PM,102.373,2.624,,,,
218,01/30/25 07:15:00 PM,102.358,2.624,,,,
219,01/30/25 07:30:00 PM,102.358,2.624,,,,
220,01/30/25 07:45:00 PM,102.342,2.624,,,,
221,01/30/25 08:00:00 PM,102.342,2.624,,,,
222,01/30/25 08:15:00 PM,102.312,2.624,,,,
223,01/30/25 08:30:00 PM,102.312,2.624,,,,
224,01/30/25 08:45:00 PM,102.297,2.624,,,,
225,01/30/25 09:00:00 PM,102.282,2.624,,,,
226,01/30/25 09:15:00 PM,102.297,2.624,,,,
227,01/30/25 09:30:00 PM,102.267,2.624,,,,
228,01/30/25 09:45:00 PM,102.267,2.624,,,,
229,01/30/25 10:00:00 PM,102.222,2.624,,,,
230,01/30/25 10:15:00 PM,102.222,2.624,,,,
231,01/30/25 10:30:00 PM,102.192,2.624,,,,
232,01/30/25 10:45:00 PM,102.207,2.624,,,,
233,01/30/25 11:00:00 PM,102.176,2.624,,,,
234,01/30/25 11:15:00 PM,102.176,2.624,,,,
235,01/30/25 11:30:00 PM,102.131,2.624,,,,
236,01/30/25 11:45:00 PM,102.131,2.624,,,,
237,01/31/25 12:00:00 AM,102.056,2.624,,,,
238,01/31/25 12:15:00 AM,102.056,2.624,,,,
239,01/31/25 12:30:00 AM,102.010,2.624,,,,
240,01/31/25 12:45:00 AM,101.995,2.624,,,,
241,01/31/25 01:00:00 AM,101.995,2.624,,,,
242,01/31/25 01:15:00 AM,101.980,2.624,,,,
243,01/31/25 01:30:00 AM,101.935,2.624,,,,
244,01/31/25 01:45:00 AM,101.890,2.624,,,,
245,01/31/25 02:00:00 AM,101.905,2.624,,,,
246,01/31/25 02:15:00 AM,101.873,2.517,,,,
247,01/31/25 02:30:00 AM,101.873,2.517,,,,
248,01/31/25 02:45:00 AM,101.844,2.624,,,,
249,01/31/25 03:00:00 AM,101.842,2.517,,,,
250,01/31/25 03:15:00 AM,101.769,2.624,,,,
251,01/31/25 03:30:00 AM,101.769,2.624,,,,
252,01/31/25 03:45:00 AM,101.724,2.624,,,,
253,01/31/25 04:00:00 AM,101.693,2.624,,,,
254,01/31/25 04:15:00 AM,101.663,2.624,,,,
255,01/31/25 04:30:00 AM,101.648,2.624,,,,
256,01/31/25 04:45:00 AM,101.588,2.624,,,,
257,01/31/25 05:00:00 AM,101.542,2.624,,,,
258,01/31/25 05:15:00 AM,101.558,2.624,,,,
259,01/31/25 05:30:00 AM,101.542,2.624,,,,
260,01/31/25 05:45:00 AM,101.558,2.624,,,,
261,01/31/25 06:00:00 AM,101.558,2.624,,,,
262,01/31/25 06:15:00 AM,101.558,2.624,,,,
263,01/31/25 06:30:00 AM,101.527,2.624,,,,
264,01/31/25 06:45:00 AM,101.542,2.624,,,,
265,01/31/25 07:00:00 AM,101.542,2.624,,,,
266,01/31/25 07:15:00 AM,101.512,2.624,,,,
267,01/31/25 07:30:00 AM,101.542,2.624,,,,
268,01/31/25 07:45:00 AM,101.558,2.624,,,,
269,01/31/25 08:00:00 AM,101.527,2.624,,,,
270,01/31/25 08:15:00 AM,101.542,2.624,,,,
271,01/31/25 08:30:00 AM,101.575,2.730,,,,
272,01/31/25 08:45:00 AM,101.590,2.730,,,,
273,01/31/25 09:00:00 AM,101.605,2.730,,,,
274,01/31/25 09:15:00 AM,101.620,2.730,,,,
275,01/31/25 09:30:00 AM,101.635,2.730,,,,
276,01/31/25 09:45:00 AM,101.620,2.730,,,,
277,01/31/25 10:00:00 AM,101.620,2.730,,,,
278,01/31/25 10:15:00 AM,101.605,2.730,,,,
279,01/31/25 10:30:00 AM,101.592,2.837,,,,
280,01/31/25 10:45:00 AM,101.607,2.837,,,,
281,01/31/25 11:00:00 AM,101.576,2.837,,,,
282,01/31/25 11:15:00 AM,101.594,2.943,,,,
283,01/31/25 11:30:00 AM,101.609,2.943,,,,
284,01/31/25 11:45:00 AM,101.578,2.943,,,,
285,01/31/25 12:00:00 PM,101.563,2.943,,,,
286,01/31/25 12:15:00 PM,101.550,3.049,,,,
287,01/31/25 12:30:00 PM,101.520,3.049,,,,
288,01/31/25 12:45:00 PM,101.520,3.049,,,,
289,01/31/25 01:00:00 PM,101.490,3.049,,,,
290,01/31/25 01:15:00 PM,101.475,3.049,,,,
291,01/31/25 01:30:00 PM,101.475,3.049,,,,
292,01/31/25 01:45:00 PM,101.460,3.049,,,,
293,01/31/25 02:00:00 PM,101.444,3.049,,,,
294,01/31/25 02:15:00 PM,101.399,3.049,,,,
295,01/31/25 02:30:00 PM,101.429,3.049,,,,
296,01/31/25 02:45:00 PM,101.386,3.155,,,,
297,01/31/25 03:00:00 PM,101.371,3.155,,,,
298,01/31/25 03:15:00 PM,101.371,3.155,,,,
299,01/31/25 03:30:00 PM,101.371,3.155,,,,
300,01/31/25 03:45:00 PM,101.341,3.155,,,,
301,01/31/25 04:00:00 PM,101.356,3.155,,,,
302,01/31/25 04:15:00 PM,101.356,3.155,,,,
303,01/31/25 04:30:00 PM,101.356,3.155,,,,
304,01/31/25 04:45:00 PM,101.356,3.155,,,,
305,01/31/25 05:00:00 PM,101.386,3.155,,,,
306,01/31/25 05:15:00 PM,101.416,3.155,,,,
307,01/31/25 05:30:00 PM,101.477,3.155,,,,
308,01/31/25 05:45:00 PM,101.477,3.155,,,,
309,01/31/25 06:00:00 PM,101.492,3.155,,,,
310,01/31/25 06:15:00 PM,101.520,3.049,,,,
311,01/31/25 06:30:00 PM,101.535,3.049,,,,
312,01/31/25 06:45:00 PM,101.611,3.049,,,,
313,01/31/25 07:00:00 PM,101.609,2.943,,,,
314,01/31/25 07:15:00 PM,101.669,2.943,,,,
315,01/31/25 07:30:00 PM,101.699,2.943,,,,
316,01/31/25 07:45:00 PM,101.727,2.837,,,,
317,01/31/25 08:00:00 PM,101.788,2.837,,,,
318,01/31/25 08:15:00 PM,101.818,2.837,,,,
319,01/31/25 08:30:00 PM,101.892,2.730,,,,
320,01/31/25 08:45:00 PM,101.907,2.730,,,,
321,01/31/25 09:00:00 PM,101.952,2.730,,,,
322,01/31/25 09:15:00 PM,102.025,2.624,,,,
323,01/31/25 09:30:00 PM,102.056,2.624,,,,
324,01/31/25 09:45:00 PM,102.086,2.624,,,,
325,01/31/25 10:00:00 PM,102.116,2.624,,,,
326,01/31/25 10:15:00 PM,102.159,2.517,,,,
327,01/31/25 10:30:00 PM,102.205,2.517,,,,
328,01/31/25 10:45:00 PM,102.235,2.517,,,,
329,01/31/25 11:00:00 PM,102.295,2.517,,,,
330,01/31/25 11:15:00 PM,102.339,2.410,,,,
331,01/31/25 11:30:00 PM,102.384,2.410,,,,
332,01/31/25 11:45:00 PM,102.414,2.410,,,,
333,02/01/25 12:00:00 AM,102.444,2.410,,,,
334,02/01/25 12:15:00 AM,102.474,2.410,,,,
335,02/01/25 12:30:00 AM,102.503,2.303,,,,
336,02/01/25 12:45:00 AM,102.533,2.303,,,,
337,02/01/25 01:00:00 AM,102.548,2.303,,,,
338,02/01/25 01:15:00 AM,102.563,2.303,,,,
339,02/01/25 01:30:00 AM,102.561,2.195,,,,
340,02/01/25 01:45:00 AM,102.561,2.195,,,,
341,02/01/25 02:00:00 AM,102.546,2.195,,,,
342,02/01/25 02:15:00 AM,102.606,2.195,,,,
343,02/01/25 02:30:00 AM,102.605,2.088,,,,
344,02/01/25 02:45:00 AM,102.620,2.088,,,,
345,02/01/25 03:00:00 AM,102.635,2.088,,,,
346,02/01/25 03:15:00 AM,102.620,2.088,,,,
347,02/01/25 03:30:00 AM,102.605,2.088,,,,
348,02/01/25 03:45:00 AM,102.605,2.088,,,,
349,02/01/25 04:00:00 AM,102.574,2.088,,,,
350,02/01/25 04:15:00 AM,102.574,2.088,,,,
351,02/01/25 04:30:00 AM,102.542,1.980,,,,
352,02/01/25 04:45:00 AM,102.497,1.980,,,,
353,02/01/25 05:00:00 AM,102.512,1.980,,,,
354,02/01/25 05:15:00 AM,102.542,1.980,,,,
355,02/01/25 05:30:00 AM,102.542,1.980,,,,
356,02/01/25 05:45:00 AM,102.510,1.872,,,,
357,02/01/25 06:00:00 AM,102.540,1.872,,,,
358,02/01/25 06:15:00 AM,102.510,1.872,,,,
359,02/01/25 06:30:00 AM,102.510,1.872,,,,
360,02/01/25 06:45:00 AM,102.493,1.764,,,,
361,02/01/25 07:00:00 AM,102.521,1.656,,,,
362,02/01/25 07:15:00 AM,102.504,1.548,,,,
363,02/01/25 07:30:00 AM,102.459,1.548,,,,
364,02/01/25 07:45:00 AM,102.459,1.548,,,,
365,02/01/25 08:00:00 AM,102.444,1.548,,,,
366,02/01/25 08:15:00 AM,102.489,1.548,,,,
367,02/01/25 08:30:00 AM,102.489,1.548,,,,
368,02/01/25 08:45:00 AM,102.489,1.548,,,,
369,02/01/25 09:00:00 AM,102.459,1.548,,,,
370,02/01/25 09:15:00 AM,102.474,1.548,,,,
371,02/01/25 09:30:00 AM,102.459,1.548,,,,
372,02/01/25 09:45:00 AM,102.446,1.656,,,,
373,02/01/25 10:00:00 AM,102.476,1.656,,,,
374,02/01/25 10:15:00 AM,102.478,1.764,,,,
375,02/01/25 10:30:00 AM,102.463,1.764,,,,
376,02/01/25 10:45:00 AM,102.478,1.764,,,,
377,02/01/25 11:00:00 AM,102.523,1.764,,,,
378,02/01/25 11:15:00 AM,102.495,1.872,,,,
379,02/01/25 11:30:00 AM,102.495,1.872,,,,
380,02/01/25 11:45:00 AM,102.480,1.872,,,,
381,02/01/25 12:00:00 PM,102.465,1.872,,,,
382,02/01/25 12:15:00 PM,102.467,1.980,,,,
383,02/01/25 12:30:00 PM,102.406,1.980,,,,
384,02/01/25 12:45:00 PM,102.393,2.088,,,,
385,02/01/25 01:00:00 PM,102.438,2.088,,,,
386,02/01/25 01:15:00 PM,102.423,2.088,,,,
387,02/01/25 01:30:00 PM,102.393,2.088,,,,
388,02/01/25 01:45:00 PM,102.410,2.195,,,,
389,02/01/25 02:00:00 PM,102.410,2.195,,,,
390,02/01/25 02:15:00 PM,102.395,2.195,,,,
391,02/01/25 02:30:00 PM,102.382,2.303,,,,
392,02/01/25 02:45:00 PM,102.412,2.303,,,,
393,02/01/25 03:00:00 PM,102.412,2.303,,,,
394,02/01/25 03:15:00 PM,102.427,2.303,,,,
395,02/01/25 03:30:00 PM,102.440,2.195,,,,
396,02/01/25 03:45:00 PM,102.471,2.195,,,,
397,02/01/25 04:00:00 PM,102.440,2.195,,,,
398,02/01/25 04:15:00 PM,102.425,2.195,,,,
399,02/01/25 04:30:00 PM,102.456,2.195,,,,
400,02/01/25 04:45:00 PM,102.425,2.195,,,,
401,02/01/25 05:00:00 PM,102.425,2.195,,,,
402,02/01/25 05:15:00 PM,102.425,2.195,,,,
403,02/01/25 05:30:00 PM,102.440,2.195,,,,
404,02/01/25 05:45:00 PM,102.410,2.195,,,,
405,02/01/25 06:00:00 PM,102.454,2.088,,,,
406,02/01/25 06:15:00 PM,102.438,2.088,,,,
407,02/01/25 06:30:00 PM,102.438,2.088,,,,
408,02/01/25 06:45:00 PM,102.454,2.088,,,,
409,02/01/25 07:00:00 PM,102.452,1.980,,,,
410,02/01/25 07:15:00 PM,102.421,1.980,,,,
411,02/01/25 07:30:00 PM,102.421,1.980,,,,
412,02/01/25 07:45:00 PM,102.421,1.980,,,,
413,02/01/25 08:00:00 PM,102.421,1.980,,,,
414,02/01/25 08:15:00 PM,102.406,1.980,,,,
415,02/01/25 08:30:00 PM,102.404,1.872,,,,
416,02/01/25 08:45:00 PM,102.404,1.872,,,,
417,02/01/25 09:00:00 PM,102.404,1.872,,,,
418,02/01/25 09:15:00 PM,102.420,1.872,,,,
419,02/01/25 09:30:00 PM,102.402,1.764,,,,
420,02/01/25 09:45:00 PM,102.402,1.764,,,,
421,02/01/25 10:00:00 PM,102.402,1.764,,,,
422,02/01/25 10:15:00 PM,102.402,1.764,,,,
423,02/01/25 10:30:00 PM,102.372,1.764,,,,
424,02/01/25 10:45:00 PM,102.385,1.656,,,,
425,02/01/25 11:00:00 PM,102.355,1.656,,,,
426,02/01/25 11:15:00 PM,102.370,1.656,,,,
427,02/01/25 11:30:00 PM,102.384,1.548,,,,
428,02/01/25 11:45:00 PM,102.323,1.548,,,,
429,02/02/25 12:00:00 AM,102.368,1.548,,,,
430,02/02/25 12:15:00 AM,102.323,1.548,,,,
431,02/02/25 12:30:00 AM,102.308,1.548,,,,
432,02/02/25 12:45:00 AM,102.306,1.439,,,,
433,02/02/25 01:00:00 AM,102.261,1.439,,,,
434,02/02/25 01:15:00 AM,102.261,1.439,,,,
435,02/02/25 01:30:00 AM,102.276,1.439,,,,
436,02/02/25 01:45:00 AM,102.231,1.439,,,,
437,02/02/25 02:00:00 AM,102.231,1.439,,,,
438,02/02/25 02:15:00 AM,102.201,1.439,,,,
439,02/02/25 02:30:00 AM,102.201,1.439,,,,
440,02/02/25 02:45:00 AM,102.170,1.439,,,,
441,02/02/25 03:00:00 AM,102.170,1.439,,,,
442,02/02/25 03:15:00 AM,102.140,1.439,,,,
443,02/02/25 03:30:00 AM,102.125,1.439,,,,
444,02/02/25 03:45:00 AM,102.110,1.439,,,,
445,02/02/25 04:00:00 AM,102.080,1.439,,,,
446,02/02/25 04:15:00 AM,102.065,1.439,,,,
447,02/02/25 04:30:00 AM,102.065,1.439,,,,
448,02/02/25 04:45:00 AM,102.035,1.439,,,,
449,02/02/25 05:00:00 AM,102.035,1.439,,,,
450,02/02/25 05:15:00 AM,102.035,1.439,,,,
451,02/02/25 05:30:00 AM,102.033,1.330,,,,
452,02/02/25 05:45:00 AM,102.018,1.330,,,,
453,02/02/25 06:00:00 AM,102.018,1.330,,,,
454,02/02/25 06:15:00 AM,102.002,1.330,,,,
455,02/02/25 06:30:00 AM,101.957,1.330,,,,
456,02/02/25 06:45:00 AM,101.972,1.330,,,,
457,02/02/25 07:00:00 AM,101.970,1.221,,,,
458,02/02/25 07:15:00 AM,101.957,1.330,,,,
459,02/02/25 07:30:00 AM,101.942,1.330,,,,
460,02/02/25 07:45:00 AM,101.957,1.330,,,,
461,02/02/25 08:00:00 AM,101.927,1.330,,,,
462,02/02/25 08:15:00 AM,101.972,1.330,,,,
463,02/02/25 08:30:00 AM,101.957,1.330,,,,
464,02/02/25 08:45:00 AM,101.912,1.330,,,,
465,02/02/25 09:00:00 AM,101.927,1.330,,,,
466,02/02/25 09:15:00 AM,101.912,1.330,,,,
467,02/02/25 09:30:00 AM,101.897,1.330,,,,
468,02/02/25 09:45:00 AM,101.884,1.439,,,,
469,02/02/25 10:00:00 AM,101.899,1.439,,,,
470,02/02/25 10:15:00 AM,101.944,1.439,,,,
